Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Adamtsl3	Adamtsl3	26.214156074279	2.16816094266317	0.413649070085372	5.24154675898506	1.59236113152695e-07	5.93964196645415e-06
E130203B14Rik	E130203B14Rik	54.9563464538488	2.16787482602878	0.255109752517332	8.49781243028524	1.93196959673703e-17	2.93226351035794e-15
Plxna4	Plxna4	302.641396927306	2.16657793301703	0.272771350621594	7.94283537504878	1.97611142909681e-15	2.50297969932939e-13
Sec16b	Sec16b	45.5589990240262	2.16483110318307	0.314429338230294	6.88495264267454	5.7806762276027e-12	4.56388276516471e-10
Mtus2	Mtus2	51.0798103687937	2.15937451586443	0.27280008948741	7.9155931360649	2.46077103739433e-15	3.05100949889891e-13
Oxtr	Oxtr	39.6692266272745	2.15726360574534	0.401875223095916	5.36799355065109	7.96173999052735e-08	3.10807969563691e-06
Ndst3	Ndst3	22.3871700553592	2.1507783615519	0.358349614664253	6.001899467834	1.9502244474229e-09	1.00987210650963e-07
Nr2f1	Nr2f1	1167.87216329414	2.11164845155142	0.277419736334467	7.61174557892861	2.70418485666356e-14	2.98721492770813e-12
Mybpc1	Mybpc1	80.4319947352935	2.1035956901329	0.453790606067083	4.63560871910585	3.5588861050877e-06	9.55148609240457e-05
Myf6	Myf6	8.91848826210309	2.10247519502007	0.454986298484387	4.62096375654313	3.81961505526869e-06	0.000101125026560993
Ror1	Ror1	253.362123961334	2.10191862449345	0.213955818239658	9.82407789508684	8.86818802739153e-23	2.19906082267965e-20
Pi15	Pi15	17.4313040810235	2.10155874077023	0.370297071852141	5.67533178228691	1.38420107754334e-08	6.13860054690882e-07
Otogl	Otogl	5.76120847119645	2.10149695976895	0.456979882909282	4.59866405144608	4.25208813629313e-06	0.000111402178166037
Sncaip	Sncaip	582.793078160271	2.10139380687307	0.276090755435218	7.61124291742592	2.71472446003238e-14	2.98721492770813e-12
Ptx3	Ptx3	115.095585612784	2.10128835743684	0.333659492769227	6.29770290662816	3.02088790620323e-10	1.8467275165491e-08
1190002H23Rik	1190002H23Rik	34.2335223430358	2.08414547346173	0.376907390136396	5.52959567258024	3.20969713509657e-08	1.33278131510637e-06
Abcc8	Abcc8	35.1895090129274	2.08181514715891	0.321026098683186	6.48487819432216	8.88034990282703e-11	5.83385971601391e-09
Foxd2	Foxd2	394.020746195102	2.06753480690103	0.25870461952393	7.99187432642571	1.32902482861275e-15	1.72141257192009e-13
Dnm3	Dnm3	38.5798266952765	2.06710202391764	0.294604196633834	7.01653964042768	2.27430400602144e-12	1.90673315857207e-10
Epha7	Epha7	1095.10643771876	2.06498299743778	0.287246048886646	7.18889957039121	6.5315593394586e-13	5.98930384013063e-11
Kcna5	Kcna5	54.6192472191855	2.06483504055769	0.300572845947338	6.86966593422567	6.43524241289553e-12	5.01322468678932e-10
Aox4	Aox4	14.0749942943415	2.05393489406477	0.39562396709742	5.1916341396956	2.08456320215824e-07	7.45951620674754e-06
Dnahc5	Dnahc5	10.997046399729	2.02951983919384	0.447162872586	4.53865909630838	5.66130741806683e-06	0.000144663248769934
Alpk2	Alpk2	11.756190056243	2.01128072672259	0.419944387076245	4.78939780747068	1.67282562623849e-06	4.96657132808683e-05
Adra1a	Adra1a	92.402591649771	2.01025868532089	0.329936091136423	6.09287295123372	1.10902078712563e-09	5.98939263132941e-08
2810055G20Rik	2810055G20Rik	11.8628537014261	2.00772227830334	0.428752445478211	4.68270746785834	2.83110406013851e-06	7.88677501310103e-05
Pag1	Pag1	539.471039977061	1.99677816854115	0.298877196178261	6.68093181438371	2.37427686505904e-11	1.67877584282046e-09
Cps1	Cps1	8.44478702296905	1.99558813734775	0.452908033464589	4.40616635143827	1.05216171552431e-05	0.000252719770307244
Sox10	Sox10	45.551881224847	1.99175980194051	0.430520764953142	4.62639659705449	3.72082497575376e-06	9.88067036547823e-05
Apod	Apod	22.8296387467615	1.97845039260772	0.394342672900816	5.01708419749271	5.24615804171843e-07	1.70728019376145e-05
Slco1a5	Slco1a5	6.5736767065269	1.96530094081358	0.455466334106828	4.31492032153715	1.59660479406807e-05	0.000361308791829851
Fgf5	Fgf5	8.51725581782462	1.96527384305555	0.453507792730522	4.33349520021001	1.46760481872484e-05	0.000335566888811294
Myl7	Myl7	52.0843934031064	1.96148813126302	0.408327816808659	4.80370930051568	1.55752914231947e-06	4.64326134587537e-05
Tnfaip6	Tnfaip6	156.909351264441	1.94119333350034	0.33028496464329	5.87732879574717	4.16939560128208e-09	2.00563876929433e-07
Prrt4	Prrt4	282.871668139895	1.93832356656675	0.275428743313404	7.03747743699058	1.95751221020877e-12	1.67300776567649e-10
Myog	Myog	46.5376986598497	1.93159756221068	0.461779868103924	4.18294017481068	2.8776313572689e-05	0.000608206214598754
Hic1	Hic1	26.8199789843833	1.92564482597864	0.425589862083213	4.5246491928939	6.04957657037371e-06	0.000153029949853448
Gal	Gal	39.7294032722163	1.92256266246146	0.442189740836408	4.34782285727595	1.37495582995452e-05	0.000316437546956591
Myt1	Myt1	22.2882046845526	1.921588585674	0.446280190004591	4.30578956608903	1.6639117602906e-05	0.00037396121094101
Ntn5	Ntn5	13.4076913309941	1.92109932084401	0.440999586629703	4.35623837093779	1.32316678266554e-05	0.000305717511490939
Col2a1	Col2a1	3146.79238961608	1.91925910888119	0.220220335599536	8.71517656921251	2.90305846512071e-18	4.86773784161097e-16
Zic1	Zic1	550.262461065429	1.91422882192123	0.462868304650182	4.13557982408826	3.54059511049186e-05	0.000729072719477423
Slitrk6	Slitrk6	359.353709341058	1.91374107749952	0.335656078821044	5.70149387498457	1.18762003744555e-08	5.29347807070035e-07
Lbh	Lbh	740.089331871459	1.89223905095522	0.260668439055264	7.2591797373446	3.89444704968259e-13	3.64710823173998e-11
Slc1a3	Slc1a3	414.15982787612	1.88906765391034	0.328692918527177	5.7472112948918	9.07273265967205e-09	4.18153223052843e-07
Srpx	Srpx	25.4574275459695	1.88116297116563	0.359914965605805	5.22668727597719	1.72574015862367e-07	6.32987109015175e-06
Kynu	Kynu	21.2629636645221	1.8787195510478	0.366533064665489	5.12564822156599	2.96515785397396e-07	1.03171085330169e-05
Angpt4	Angpt4	46.1057145292994	1.86726044825043	0.258688322037254	7.21818609183885	5.26855877803807e-13	4.90784369556287e-11
Flrt2	Flrt2	814.836285268152	1.86044386992053	0.289453195243042	6.42744284912242	1.29768359201091e-10	8.33832748939566e-09
Lrrc32	Lrrc32	180.865374102171	1.85913823824773	0.224284881902293	8.28918214406287	1.14029810473975e-16	1.63220231154862e-14
Fam46a	Fam46a	50.8912231726095	1.85900050715753	0.298269270347365	6.2326249867864	4.58683309363874e-10	2.70086232262889e-08
Sowahb	Sowahb	65.5448080279452	1.8549619231902	0.315361694385995	5.88201406896228	4.053038799886e-09	1.95500824961076e-07
Dnm3os	Dnm3os	103.360786447856	1.8523342257846	0.451533860059331	4.10231521848927	4.09036492219727e-05	0.000833506537270893
Tgfbi	Tgfbi	1000.39336296162	1.83277676573918	0.212372979006072	8.62999037974024	6.13571340779227e-18	1.00023490979251e-15
Dusp8	Dusp8	47.5880163584947	1.83261060895868	0.310116672143837	5.90942304484903	3.43308010052766e-09	1.68834659915894e-07
Fez1	Fez1	235.736045570338	1.83260259968893	0.298993166958282	6.12924575612334	8.82966494191699e-10	4.87320003032572e-08
Tnfrsf11b	Tnfrsf11b	10.8922592719532	1.82937085303379	0.425000948707955	4.30439239864113	1.67444649948482e-05	0.000375067494528369
Rem1	Rem1	12.1561477375186	1.82419613289889	0.423678871045476	4.30561035153224	1.66525951026782e-05	0.00037396121094101
Il1rap	Il1rap	307.653813515205	1.8239817387991	0.289978250317423	6.29006395066693	3.1733521484913e-10	1.92655303194269e-08
Cd55	Cd55	55.316787668035	1.81375842912569	0.294992882245562	6.14848200851116	7.82279987831101e-10	4.44284563411431e-08
Il2rg	Il2rg	48.2632073455109	1.81308423009474	0.295721195797759	6.13105944335045	8.72957781678947e-10	4.84835795086421e-08
Ankrd1	Ankrd1	16.5344177719097	1.81275678023412	0.412048331416467	4.39937900974514	1.08561082367571e-05	0.000258287353535602
Fam65c	Fam65c	128.080661185928	1.81203022315504	0.382946591764811	4.73180924474164	2.22527482310762e-06	6.39122162082101e-05
Inhbb	Inhbb	11.0191323885792	1.80949898778424	0.462365522835156	3.91356815856136	9.09422150076508e-05	0.00167132425618445
Itga9	Itga9	2552.92627716783	1.8062863519021	0.226809216859025	7.96390189480176	1.66697438628981e-15	2.14224460182616e-13
Meox2	Meox2	487.78252932632	1.80423895502132	0.247826470939759	7.28025117002085	3.33199229365264e-13	3.13706183540366e-11
Rab3il1	Rab3il1	498.666976895702	1.80263351944868	0.206263780342276	8.73945739022804	2.34232707697648e-18	4.00378742885902e-16
Ednrb	Ednrb	217.523135309453	1.79954903824296	0.244445947320932	7.36174625910385	1.81519768954621e-13	1.81581650694037e-11
Fgfr3	Fgfr3	426.794640080047	1.79945268885634	0.244546281080176	7.35833184993875	1.86222637330477e-13	1.84193019822493e-11
Ddo	Ddo	3.66430542971853	1.78798005976549	0.455000320923607	3.92962373331092	8.5078888499592e-05	0.00157839716641077
Sytl2	Sytl2	97.80761066761	1.78215695923471	0.341082890549932	5.22499664630295	1.74158266140888e-07	6.37469944631284e-06
Sycp2	Sycp2	7.68634181641688	1.78052377983287	0.439944212450141	4.04715809287902	5.18432281910833e-05	0.00101978700773618
Cdh8	Cdh8	20.4454533239729	1.76929919034825	0.422492402346476	4.18776569832205	2.81714125428062e-05	0.000596136886092123
Postn	Postn	1341.49846401324	1.76684520935749	0.393359417405793	4.49168147799751	7.06630516844839e-06	0.000176853311659197
Dkk2	Dkk2	77.6196945874153	1.76599697523936	0.282141236080148	6.25926574851221	3.86794259854251e-10	2.30064180371417e-08
Btbd17	Btbd17	54.1970937284387	1.76591360195558	0.407898831742307	4.32929311028575	1.4958872700579e-05	0.000340706226088479
Pou3f2	Pou3f2	223.296729883955	1.76540481757048	0.404684684345303	4.36242063478766	1.2863125509145e-05	0.000298377058911735
AB099516	AB099516	4.12348219645779	1.76373533260867	0.457719362267136	3.85331160970051	0.000116530931206467	0.0020786662358876
Kcnh7	Kcnh7	33.6752652999049	1.74616272378516	0.3999590137129	4.36585415984298	1.26626949387202e-05	0.000295675606221629
Lrrtm1	Lrrtm1	22.5903464314579	1.73598586146472	0.372170358542271	4.66449254116929	3.09379552923202e-06	8.5108381386967e-05
