Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Ptprz1	Ptprz1	494.71605642091	-3.61804367488764	0.222588437626328	-16.2544097684061	2.07860431748158e-59	2.81506981642929e-56
Fgf3	Fgf3	105.520875560771	-3.95813061419531	0.424910059921842	-9.31521982539874	1.21700263911568e-20	1.87952179511147e-18
Cdhr1	Cdhr1	93.6712927962336	-4.04278669244943	0.313152009946496	-12.9099816192787	3.95395432433187e-38	2.17541624481834e-35
1300002K09Rik	1300002K09Rik	110.069364149488	-4.07790769959655	0.322890601210314	-12.6293787564922	1.45421781660798e-36	7.11193302200001e-34
Fgf18	Fgf18	431.347075750971	-4.13787717012874	0.253927803017955	-16.295486831098	1.06254222027296e-59	1.55892652751047e-56
Pcdh8	Pcdh8	628.475160881769	-4.1557302055452	0.40474920103343	-10.2674204048693	9.88114587577765e-25	2.17459317861177e-22
Vwa2	Vwa2	656.699865540162	-4.26518220628447	0.240131994553188	-17.7618239261314	1.39622772770069e-70	3.5117121962712e-67
Nrarp	Nrarp	1880.53076003449	-4.30728099402809	0.239663492939875	-17.9722031970412	3.21681840382492e-72	1.41588262044354e-68
Pglyrp3	Pglyrp3	81.6512458022701	-4.41898103413474	0.412715854508249	-10.7070784557088	9.42905834513692e-27	2.37154287463544e-24
Dll1	Dll1	2485.76111814927	-4.46565289314978	0.227250652067	-19.650781428047	5.69296432340061e-86	1.00230329877791e-81
Tbx6	Tbx6	582.848146962033	-4.49152118935462	0.431177523400838	-10.4168722755503	2.07670553778119e-25	4.81085232870732e-23
Blnk	Blnk	66.0422401488498	-4.53656432781367	0.343790831728705	-13.1957106156734	9.28749139883594e-40	5.63846805406571e-37
Tll2	Tll2	55.7304837056202	-4.59844541095973	0.387445209838499	-11.8686340524807	1.72257131883335e-32	6.18930421211835e-30
Gzmk	Gzmk	27.5749079890159	-4.61351442023253	0.427530253642076	-10.7910829255487	3.79293491786386e-27	9.82035472998693e-25
Dll3	Dll3	1104.55669102429	-4.76333306435224	0.342226390922397	-13.9186608359271	4.87961190446835e-44	3.73523683435086e-41
Cdx2	Cdx2	599.645482308351	-4.7655737121654	0.414958373726027	-11.4844620904357	1.57915261628244e-30	5.05501108404885e-28
Msgn1	Msgn1	268.032768319216	-4.88704320273431	0.434366225558952	-11.2509742129365	2.29048055759827e-29	6.83494927069069e-27
Sv2b	Sv2b	97.0850635715195	-4.99390066652469	0.417732682910493	-11.9547760345932	6.12986126892619e-33	2.24838203126489e-30
2610528A11Rik	2610528A11Rik	500.204462452013	-5.05875094751199	0.276852794106368	-18.2723492599767	1.37405997757014e-74	8.0638999883666e-71
Evx1	Evx1	253.36733597723	-5.10226457171174	0.362581311524086	-14.0720561417375	5.64052475797329e-45	4.66804907634987e-42
5730457N03Rik	5730457N03Rik	221.524220810292	-5.16979707202352	0.340952476363265	-15.1628083983042	6.23454377640348e-52	7.31769184849064e-49
Gad1	Gad1	127.4690927686	-5.3830206718221	0.337643468100785	-15.9429136956243	3.19120835076472e-57	4.01317244454026e-54
Cer1	Cer1	185.654336793183	-5.41014768762322	0.432587260442451	-12.5064887072488	6.87987332584358e-36	3.18755394144216e-33
T	T	585.634269461903	-5.46200536762443	0.324240833247317	-16.8455197728235	1.13170248489581e-63	2.21386154989729e-60
Ripply2	Ripply2	92.4457867444226	-5.55500796191434	0.394821132492608	-14.0696824580897	5.8330727978926e-45	4.66804907634987e-42
Mesp2	Mesp2	105.884273994947	-5.57421441850498	0.395876962003594	-14.0806739303369	4.99313404360095e-45	4.39545589858191e-42
Cdx4	Cdx4	727.41665482207	-5.7438701598881	0.413826653146055	-13.8798941929457	8.38676591818053e-44	6.15239169814526e-41
